Level	No	Chinese	Pinyin	English
5	1244	针对	zhēnduì	aim at
5	1245	诊断	zhěnduàn	Diagnosis
5	1246	振动	zhèndòng	Vibration
5	1247	争论	zhēnglùn	debate
5	1248	征求	zhēngqiú	ask for
5	1249	整体	zhěngtǐ	Whole
5	1250	政治	zhèngzhì	Politics
5	1251	证据	zhèngjù	evidence
5	1252	挣	zhèng	earn, make
5	1253	直	zhí	straight
5	1254	执照	zhízhào	License
5	1255	指挥	zhǐhuī	command
5	1256	制度	zhìdù	system
5	1257	制作	zhìzuò	Make
5	1258	至今	zhìjīn	so far
5	1259	至于	zhìyú	As for
5	1260	治疗	zhìliáo	Treatment
5	1261	志愿者	zhìyuànzhě	Volunteer
5	1262	中心	zhōngxīn	core
5	1263	种类	zhǒnglèi	type
5	1264	重大	zhòngdà	significant
5	1265	重量	zhòngliàng	weight
5	1266	猪	zhū	pig
5	1267	逐渐	zhújiàn	gradually
5	1268	煮	zhǔ	cook
5	1269	主动	zhǔdòng	active
5	1270	主人	zhǔrén	master
5	1271	主席	zhǔxí	Chairman
5	1272	主张	zhǔzhāng	opinion
5	1273	祝福	zhùfú	blessing
5	1274	注册	zhùcè	register
5	1275	抓紧	zhuājǐn	Pay close attention to, grasp
5	1276	转变	zhuǎnbiàn	change
5	1277	装饰	zhuāngshì	decorate
5	1278	撞	zhuàng	Hit
5	1279	状态	zhuàngtài	state
5	1280	追求	zhuīqiú	Pursuit
5	1281	资金	zījīn	capital
5	1282	资源	zīyuán	Resources
5	1283	咨询	zīxún	Consultation
5	1284	字母	zìmǔ	Letter
5	1285	自从	zìcóng	Since
5	1286	自豪	zìháo	Proud
5	1287	自觉	zìjué	Conscious
5	1288	自私	zìsī	selfish
5	1289	自愿	zìyuàn	voluntarily
5	1290	总裁	zǒngcái	CEO
5	1291	总统	zǒngtǒng	President
5	1292	组	zǔ	group
5	1293	组合	zǔhé	combination
5	1294	阻止	zǔzhǐ	prevent
5	1295	醉	zuì	drunk
5	1296	最初	zuìchū	First, at the beginning
5	1297	尊敬	zūnjìng	respect
5	1298	遵守	zūnshǒu	comply with
5	1299	作品	zuòpǐn	works
5	1300	作为	zuòwéi	As
6	1	挨	ái	Next to
6	2	癌症	áizhèng	cancer
6	3	爱不释手	àibúshìshǒu	So much that one cannot bear to part with it
6	4	爱戴	àidài	love and esteem
6	5	暧昧	àimèi	ambiguous
6	6	安宁	ānníng	peaceful; calm
6	7	安详	ānxiáng	serene; composed
6	8	安置	ānzhì	put; arrange for
6	9	暗示	ànshì	suggest secretly
6	10	案件	ànjiàn	law case; case
6	11	案例	ànlì	case
6	12	按摩	ànmó	massage
6	13	昂贵	ángguì	expensive
6	14	凹凸	āotū	concave-convex
6	15	熬	áo	Boil
6	16	奥秘	àomì	secret
6	17	扒	bā	hold on to; dig up; push aside;
6	18	疤	bā	scar
6	19	巴不得	bābude	eagerly look forward to
6	20	巴结	bājié	stutter
6	21	拔苗助长	bámiáozhùzhǎng	Spoil things by excessive enthusiasm
6	22	把关	bǎguān	hold the pass
6	23	把手	bǎshou	knob
6	24	霸道	bàdào	overbearing
6	25	罢工	bàgōng	Strike
6	26	掰	bāi	break off with fingers and thumb
6	27	摆脱	bǎituō	cast off
6	28	拜访	bàifǎng	visit
6	29	拜年	bàinián	congratulate the New Year
6	30	拜托	bàituō	request
6	31	败坏	bàihuài	Corrupt
6	32	斑	bān	speckle
6	33	颁布	bānbù	promulgate; issue
6	34	颁发	bānfā	award; issue
6	35	版本	bǎnběn	Edition
6	36	半途而废	bàntú’érfèi	Give up halfway
6	37	伴侣	bànlǚ	partner; mate
6	38	伴随	bànsuí	go with
6	39	扮演	bànyǎn	Play the role
6	40	绑架	bǎngjià	Kidnap
6	41	榜样	bǎngyàng	example
6	42	磅	bàng	pound
6	43	包庇	bāobì	Shield
6	44	包袱	bāofu	Burden
6	45	包围	bāowéi	Surround
6	46	包装	bāozhuāng	pack; put up; make up
6	47	饱和	bǎohé	saturated
6	48	饱经沧桑	bǎojīngcāngsāng	Have seen much of the changes in human life
6	49	保管	bǎoguǎn	Safekeeping
6	50	保密	bǎomì	secrecy
6	51	保姆	bǎomǔ	nurse; mammy
6	52	保守	bǎoshǒu	Conservative
6	53	保卫	bǎowèi	Defend
6	54	保养	bǎoyǎng	maintain
6	55	保障	bǎozhàng	guarantee
6	56	保重	bǎozhòng	take care of oneself
6	57	抱负	bàofù	ambition
6	58	报仇	bàochóu	revenge
6	59	报酬	bàochou	remuneration
6	60	报答	bàodá	reciprocate; pay back; repay
6	61	报复	bàofù	Payback
6	62	报警	bàojǐng	call the police
6	63	报销	bàoxiāo	submit and expense account
6	64	爆发	bàofā	burst
6	65	爆炸	bàozhà	blast
6	66	曝光	bàoguāng	exposure
6	67	暴力	bàolì	violence
6	68	暴露	bàolù	Expose
6	69	悲哀	bēi’āi	Grief
6	70	悲惨	bēicǎn	miserable
6	71	卑鄙	bēibǐ	despicable
6	72	北极	běijí	arctic
6	73	被动	bèidòng	passive
6	74	被告	bèigào	Defendant
6	75	背叛	bèipàn	sellout; betray
6	76	背诵	bèisòng	recite
6	77	备份	bèifèn	backups
6	78	备忘录	bèiwànglù	Memorandum
6	79	贝壳	bèikè	shell; conch
6	80	奔波	bēnbō	rush about
6	81	奔驰	bēnchí	run quickly
6	82	本能	běnnéng	instinct
6	83	本钱	běnqián	Capital
6	84	本人	běnrén	oneself
6	85	本身	běnshēn	itself
6	86	本事	běnshi	Skill
6	87	笨拙	bènzhuō	clumsy
6	88	崩溃	bēngkuì	collapse breakdown
6	89	甭	béng	Not
6	90	蹦	bèng	Jump
6	91	迸发	bèngfā	Burst
6	92	逼迫	bīpò	force; compel
6	93	鼻涕	bítì	nasal mucus
6	94	比方	bǐfāng	Example
6	95	比喻	bǐyù	comparison; trope
6	96	比重	bǐzhòng	specific gravity; proportion
6	97	鄙视	bǐshì	despise
6	98	臂	bì	arm
6	99	弊病	bìbìng	ills
6	100	弊端	bìduān	malpractice
6	101	闭塞	bìsè	Occlusion
6	102	鞭策	biāncè	urge on
6	103	编织	biānzhī	Weave
6	104	边疆	biānjiāng	frontier
6	105	边界	biānjiè	boundary
6	106	边境	biānjìng	border; frontier
6	107	边缘	biānyuán	edge
6	108	扁	biǎn	flat
6	109	贬低	biǎndī	depreciate
6	110	贬义	biǎnyì	derogatory sense
6	111	遍布	biànbù	All over
6	112	便利	biànlì	facilitate
6	113	便条	biàntiáo	Note
6	114	便于	biànyú	Easy to
6	115	变故	biàngù	Misfortune
6	116	变迁	biànqiān	Changes
6	117	变质	biànzhì	deteriorate
6	118	辩护	biànhù	Defend
6	119	辩解	biànjiě	Explain
6	120	辩证	biànzhèng	dialectical
6	121	辨认	biànrèn	distinguish
6	122	辫子	biànzi	queue; plait
6	123	标本	biāoběn	specimen; demo
6	124	标记	biāojì	sign
6	125	标题	biāotí	title; heading
6	126	表决	biǎojué	Vote
6	127	表态	biǎotài	clarify one’s position
6	128	表彰	biǎozhāng	commend; cite
6	129	憋	biē	hold back
6	130	别墅	biéshù	Villa
6	131	别致	biézhì	Unique
6	132	别扭	bièniu	unnatural; awkward
6	133	濒临	bīnlín	On the verge of
6	134	冰雹	bīngbáo	hail
6	135	丙	bǐng	
6	136	并非	bìngfēi	not so
6	137	并列	bìngliè	Parallel
6	138	拨	bō	dial
6	139	播种	bōzhòng	Sow
6	140	波浪	bōlàng	wave
6	141	波涛	bōtāo	waves
6	142	剥削	bōxuē	exploitation
6	143	博大精深	bódàjīngshēn	Broad and profound
6	144	博览会	bólǎnhuì	exposition
6	145	搏斗	bódòu	struggle; fight
6	146	伯母	bómǔ	Aunt
6	147	薄弱	bóruò	weak
6	148	不顾	búgù	disregard
6	149	不愧	búkuì	Worthy
6	150	不料	búliào	Unexpectedly
6	151	不像话	búxiànghuà	unreasonable
6	152	不屑一顾	búxièyígù	A contemptuous disregard
6	153	补偿	bǔcháng	compensate
6	154	补救	bǔjiù	remedy
6	155	补贴	bǔtiē	subsidy
6	156	哺乳	bǔrǔ	lactation
6	157	捕捉	bǔzhuō	Catch
6	158	不得已	bùdéyǐ	have no alternative but to
6	159	不妨	bùfáng	might as well
6	160	不敢当	bùgǎndāng	I really don’t deserve this.
6	161	不禁	bùjīn	Can not help but
6	162	不堪	bùkān	can’t bear
6	163	不可思议	bùkěsīyì	It is beyond logic and above reason
6	164	不免	bùmiǎn	unavoidable
6	165	不时	bùshí	now and then
6	166	不惜	bùxī	not spare; not hesitate
6	167	不相上下	bùxiāngshàngxià	about the same; equally matched
6	168	不言而喻	bùyán’éryù	Self-evident
6	169	不由得	bùyóude	Cannot help
6	170	不择手段	bùzéshǒuduàn	Use unscrupulous divisive tactics
6	171	不止	bùzhǐ	more than
6	172	布告	bùgào	Notice
6	173	布局	bùjú	distribution; layout
6	174	布置	bùzhì	Arrangement
6	175	步伐	bùfá	pace
6	176	部署	bùshǔ	deploy
6	177	部位	bùwèi	part; section
6	178	才干	cáigàn	Talent
6	179	财富	cáifù	wealth
6	180	财务	cáiwù	financial affairs
6	181	财政	cáizhèng	finance
6	182	裁缝	cáifeng	Tailor
6	183	裁判	cáipàn	Referee
6	184	裁员	cáiyuán	Layoffs
6	185	采购	cǎigòu	Purchase
6	186	采集	cǎijí	gather; collect
6	187	采纳	cǎinà	accept
6	188	彩票	cǎipiào	lottery
6	189	参谋	cānmóu	Staff officer
6	190	参照	cānzhào	refer to
6	191	残疾	cánjí	A disability
6	192	残酷	cánkù	cruel
6	193	残留	cánliú	Residual
6	194	残忍	cánrěn	brutal
6	195	灿烂	cànlàn	splendid
6	196	舱	cāng	cabin
6	197	苍白	cāngbái	pale
6	198	仓促	cāngcù	Hasty
6	199	仓库	cāngkù	Warehouse
6	200	操劳	cāoláo	work hard
6	201	操练	cāoliàn	drill; practice
6	202	操纵	cāozòng	control
6	203	操作	cāozuò	operation
6	204	嘈杂	cáozá	noisy
6	205	草案	cǎo’àn	draft
6	206	草率	cǎoshuài	cursory; jerry
6	207	策划	cèhuà	plan; hatch; plot
6	208	策略	cèlüè	tactic; policy
6	209	测量	cèliáng	measure
6	210	侧面	cèmiàn	side; flank
6	211	层出不穷	céngchūbùqióng	emerge in endlessly
6	212	层次	céngcì	gradation; arrangement
6	213	插座	chāzuò	socket
6	214	差别	chābié	difference
6	215	查获	cháhuò	hunt down and seize; ferret out
6	216	岔	chà	turn off; fork
6	217	刹那	chànà	Instant
6	218	诧异	chàyì	astonished
6	219	柴油	cháiyóu	diesel oil
6	220	搀	chān	mix; mingle
6	221	馋	chán	Greedy
6	222	缠绕	chánrào	twine
6	223	产业	chǎnyè	industry
6	224	阐述	chǎnshù	expatiate; expound
6	225	颤抖	chàndǒu	Tremble
6	226	昌盛	chāngshèng	Prosperity
6	227	尝试	chángshì	attempt
6	228	偿还	chánghuán	repay
6	229	场合	chǎnghé	occasion
6	230	场面	chǎngmiàn	scene
6	231	场所	chǎngsuǒ	place
6	232	敞开	chǎngkāi	Open wide
6	233	倡导	chàngdǎo	Advocate
6	234	倡议	chàngyì	Initiative
6	235	畅通	chàngtōng	unimpeded; unblocked
6	236	畅销	chàngxiāo	sell well
6	237	超越	chāoyuè	Transcend
6	238	钞票	chāopiào	Bank note
6	239	朝代	cháodài	Dynasty
6	240	潮流	cháoliú	Trend
6	241	嘲笑	cháoxiào	Ridicule
6	242	巢穴	cháoxué	nest
6	243	撤退	chètuì	haul off
6	244	撤销	chèxiāo	repeal; retract
6	245	沉淀	chéndiàn	subside
6	246	沉闷	chénmèn	oppressive; withdrawn
6	247	沉思	chénsī	Meditation
6	248	沉重	chénzhòng	heavy
6	249	沉着	chénzhuó	composed; cool headed
6	250	陈旧	chénjiù	obsolete
6	251	陈列	chénliè	display
6	252	陈述	chénshù	present; state; mention
6	253	衬托	chèntuō	set off
6	254	称心如意	chènxīnrúyì	As one wishes
6	255	称号	chēnghào	Title
6	256	盛	chéng	fill
6	257	橙	chéng	orange
6	258	乘	chéng	ride
6	259	承办	chéngbàn	Undertake
6	260	承包	chéngbāo	Contract
6	261	承诺	chéngnuò	Promise
6	262	城堡	chéngbǎo	Castle
6	263	成本	chéngběn	cost
6	264	成交	chéngjiāo	Deal
6	265	成天	chéngtiān	All day long
6	266	成效	chéngxiào	Results, effects
6	267	成心	chéngxīn	on purpose
6	268	成员	chéngyuán	member
6	269	惩罚	chéngfá	punish
6	270	诚挚	chéngzhì	sincere; cordial; earnest
6	271	澄清	chéngqīng	clarify
6	272	呈现	chéngxiàn	Present
6	273	秤	chèng	balance
6	274	吃苦	chīkǔ	Hardship
6	275	吃力	chīlì	Sweaty
6	276	迟钝	chídùn	bluntness
6	277	迟缓	chíhuǎn	tardy; sluggish
6	278	迟疑	chíyí	Hesitation
6	279	持久	chíjiǔ	Lasting
6	280	赤道	chìdào	equator
6	281	赤字	chìzì	deficit; red ink
6	282	冲动	chōngdòng	impulse
6	283	冲击	chōngjī	To attack
6	284	冲突	chōngtū	conflict
6	285	充当	chōngdāng	act as; serve as
6	286	充沛	chōngpèi	Abundant
6	287	充实	chōngshí	Enrich
6	288	充足	chōngzú	adequate
6	289	崇拜	chóngbài	worship
6	290	崇高	chónggāo	lofty
6	291	崇敬	chóngjìng	respect; revere
6	292	重叠	chóngdié	overlap
6	293	筹备	chóubèi	arrange; prepare
6	294	稠密	chóumì	thick; dense
6	295	丑恶	chǒu’è	ugly; filthy
6	296	出路	chūlù	way out
6	297	出卖	chūmài	sell
6	298	出身	chūshēn	Birth
6	299	出神	chūshén	Trance
6	300	出息	chūxi	Good
6	301	初步	chūbù	preliminary
6	302	除	chú	except
6	303	储备	chǔbèi	store
6	304	储存	chǔcún	Storage
6	305	储蓄	chǔxù	save up; bank
6	306	处分	chǔfèn	prescription
6	307	处境	chǔjìng	plight; situation
6	308	处置	chǔzhì	treat; dispose
6	309	触犯	chùfàn	offend; violate
6	310	穿越	chuānyuè	Pass through
6	311	川流不息	chuānliúbùxī	flowing up in an endless stream
6	312	船舶	chuánbó	watercraft; ships
6	313	传达	chuándá	Convey
6	314	传单	chuándān	fly sheet; leaflet
6	315	传授	chuánshòu	initiate; teach
6	316	喘气	chuǎnqì	Panting
6	317	串	chuàn	strand, cluster
6	318	床单	chuángdān	Sheet
6	319	创立	chuànglì	Found
6	320	创新	chuàngxīn	innovate
6	321	创业	chuàngyè	carve out
6	322	创作	chuàngzuò	A literary creation
6	323	吹牛	chuīniú	brag; boast
6	324	吹捧	chuīpěng	flatter; puff
6	325	炊烟	chuīyān	cooking smoke
6	326	锤	chuí	hammer
6	327	垂直	chuízhí	vertical
6	328	纯粹	chúncuì	pure
6	329	纯洁	chúnjié	pure
6	330	磁带	cídài	Magnetic tape
6	331	慈祥	cíxiáng	Kindly
6	332	慈善	císhàn	charity
6	333	雌雄	cíxióng	male and female
6	334	刺	cì	thorn
6	335	次品	cìpǐn	defective goods
6	336	次序	cìxù	order; sequence
6	337	伺候	cìhou	Wait
6	338	丛	cóng	cluster
6	339	从容	cóngróng	take one’s time; calm and unhurried
6	340	凑合	còuhuo	gather together
6	341	粗鲁	cūlǔ	rude
6	342	窜	cuàn	Channeling
6	343	摧残	cuīcán	devastate; wreck
6	344	脆弱	cuìruò	fragile
6	345	搓	cuō	Rub
6	346	磋商	cuōshāng	negotiate
6	347	挫折	cuòzhé	frustration
6	348	搭	dā	to match, to take
6	349	搭档	dādàng	partner
6	350	搭配	dāpèi	arrange; match
6	351	答辩	dábiàn	reply; answer
6	352	答复	dáfù	Reply
6	353	达成	dáchéng	Reach
6	354	打包	dǎbāo	Pack
6	355	打官司	dǎguānsi	To engage in a lawsuit
6	356	打击	dǎjī	strike
6	357	打架	dǎjià	Fight
6	358	打量	dǎliang	look sb. up and down
6	359	打猎	dǎliè	Go hunting
6	360	打仗	dǎzhàng	To war
6	361	大不了	dàbuliǎo	Big deal
6	362	大臣	dàchén	Minister
6	363	大伙儿	dàhuǒr	you all; everybody
6	364	大肆	dàsì	Wantonly
6	365	大体	dàtǐ	general
6	366	大意	dàyi	Careless
6	367	大致	dàzhì	roughly
6	368	歹徒	dǎitú	gangster; mobster
6	369	带领	dàilǐng	lead
6	370	代价	dàijià	cost
6	371	代理	dàilǐ	agent
6	372	逮捕	dàibǔ	Arrest
6	373	怠慢	dàimàn	cold-shoulder
6	374	担保	dānbǎo	assure; hypothecate
6	375	胆怯	dǎnqiè	coward, fear
6	376	淡季	dànjì	Low Season
6	377	淡水	dànshuǐ	fresh water
6	378	蛋白质	dànbáizhì	Protein
6	379	诞辰	dànchén	Birthday
6	380	诞生	dànshēng	Be born
6	381	当场	dāngchǎng	On the spot
6	382	当初	dāngchū	Original
6	383	当代	dāngdài	Contemporary
6	384	当面	dāngmiàn	Face to face
6	385	当前	dāngqián	current
6	386	当事人	dāngshìrén	client
6	387	当务之急	dāngwùzhījí	A pressing matter of the moment
6	388	当选	dāngxuǎn	be elected; come in
6	389	党	dǎng	party
6	390	档案	dàng’àn	archives
6	391	档次	dàngcì	grade
6	392	倒闭	dǎobì	Collapse
6	393	导弹	dǎodàn	Missile
6	394	导航	dǎoháng	navigate
6	395	导向	dǎoxiàng	guide
6	396	捣乱	dǎoluàn	Trouble
6	397	稻谷	dàogǔ	Unhusked rice
6	398	盗窃	dàoqiè	steal; pilfer
6	399	得不偿失	débùchángshī	be not worth the candle; get more kicks than halfpence
6	400	得力	délì	right-hand
6	401	得天独厚	détiāndúhòu	Be richly endowed by nature
6	402	得罪	dézuì	Offend
6	403	蹬	dēng	thrust
6	404	灯笼	dēnglong	lantern
6	405	登陆	dēnglù	disembark; land
6	406	登录	dēnglù	Sign in
6	407	等候	děnghòu	Wait
6	408	等级	děngjí	grade; rank
6	409	瞪	dèng	Stare
6	410	堤坝	dībà	Dam
6	411	敌视	díshì	be hostile to; antagonize
6	412	抵达	dǐdá	Arrive
6	413	抵抗	dǐkàng	resistance
6	414	抵制	dǐzhì	resist; reject; repel
6	415	递增	dìzēng	Increasing
6	416	地步	dìbù	condition; plight; situation; state; extent
6	417	地势	dìshì	Terrain
6	418	地质	dìzhì	geology
6	419	颠簸	diānbǒ	bump; welter
6	420	颠倒	diāndǎo	Upside down
6	421	点缀	diǎnzhuì	Embellishment
6	422	典礼	diǎnlǐ	Ceremony
6	423	典型	diǎnxíng	typical
6	424	垫	diàn	pad
6	425	电源	diànyuán	power supply
6	426	奠定	diàndìng	Establish
6	427	惦记	diànjì	Miss
6	428	叼	diāo	hold in mouth
6	429	雕刻	diāokè	carving
6	430	雕塑	diāosù	Sculpture
6	431	吊	diào	crane
6	432	调动	diàodòng	transfer
6	433	跌	diē	fall
6	434	丁	dīng	
6	435	盯	dīng	stare at
6	436	叮嘱	dīngzhǔ	urge again and again; exhort; warn
6	437	定期	dìngqī	regular
6	438	定义	dìngyì	Definition
6	439	丢人	diūrén	lose face
6	440	丢三落四	diūsānlàsì	Miss or lose this and that
6	441	东道主	dōngdàozhǔ	Host
6	442	东张西望	dōngzhāngxīwàng	Look around
6	443	董事长	dǒngshìzhǎng	Chairman
6	444	栋	dòng	Building (measure word)
6	445	冻结	dòngjié	Frozen
6	446	动荡	dòngdàng	turbulence
6	447	动机	dòngjī	motivation
6	448	动静	dòngjing	Movement
6	449	动力	dònglì	power, motivation
6	450	动脉	dòngmài	artery
6	451	动身	dòngshēn	Leave
6	452	动手	dòngshǒu	DIY
6	453	动态	dòngtài	dynamic
6	454	动员	dòngyuán	mobilization
6	455	兜	dōu	Pocket
6	456	陡峭	dǒuqiào	Steep
6	457	斗争	dòuzhēng	Struggle
6	458	督促	dūcù	supervise and urge
6	459	独裁	dúcái	autocracy
6	460	毒品	dúpǐn	narcotics
6	461	赌博	dǔbó	gambling
6	462	堵塞	dǔsè	blocking
6	463	杜绝	dùjué	Stop， ban
6	464	端	duān	end
6	465	端午节	uānwǔjié	The Dragon Boat Festival
6	466	端正	duānzhèng	correct
6	467	短促	duǎncù	very brief
6	468	断定	duàndìng	be sure; figure out
6	469	断绝	duànjué	be sure; figure out
6	470	堆积	duījī	Accumulation
6	471	对策	duìcè	countermeasure
6	472	对称	duìchèn	symmetrical
6	473	对付	duìfu	deal with
6	474	对抗	duìkàng	Combat
6	475	对立	duìlì	Opposition
6	476	对联	duìlián	Antithetical couplet
6	477	对应	duìyìng	Corresponding
6	478	对照	duìzhào	compare; collate
6	479	兑现	duìxiàn	Cash
6	480	队伍	duìwu	Ranks
6	481	顿时	dùnshí	Suddenly
6	482	多元化	duōyuánhuà	Diversification
6	483	哆嗦	duōsuo	Shiver
6	484	堕落	duòluò	Degenerate
6	485	额外	éwài	extra; additional
6	486	恶心	ěxin	disgusting
6	487	恶化	èhuà	deteriorate
6	488	遏制	èzhì	contain
6	489	恩怨	ēnyuàn	Resentment
6	490	而已	éryǐ	Nothing more
6	491	二氧化碳	èryǎnghuàtàn	Carbon dioxide
6	492	发布	fābù	Release
6	493	发财	fācái	make a fortune; make a pile
6	494	发呆	fādāi	In a daze
6	495	发动	fādòng	Launch
6	496	发觉	fājué	find
6	497	发射	fāshè	launch
6	498	发誓	fāshì	swear
6	499	发行	fāxíng	issue
6	500	发炎	fāyán	inflammation
6	501	发扬	fāyáng	carry forward
6	502	发育	fāyù	Development, growth
6	503	法人	fǎrén	juridical person
6	504	番	fān	Some
6	505	繁华	fánhuá	Bustling
6	506	繁忙	fánmáng	busy
6	507	繁体字	fántǐzì	the traditional Chinese character
6	508	繁殖	fánzhí	Reproduction
6	509	凡是	fánshì	All
6	510	反驳	fǎnbó	refute
6	511	反常	fǎncháng	abnormal
6	512	反感	fǎngǎn	Disgusted
6	513	反抗	fǎnkàng	Resistance
6	514	反馈	fǎnkuì	feedback
6	515	反面	fǎnmiàn	The other side
6	516	反射	fǎnshè	echo; reflect
6	517	反思	fǎnsī	Reflect
6	518	反问	fǎnwèn	rhetorical question
6	519	反之	fǎnzhī	on the contrary; whereas
6	520	范畴	fànchóu	category
6	521	泛滥	fànlàn	Flood
6	522	贩卖	fànmài	Trafficking
6	523	方位	fāngwèi	Position
6	524	方言	fāngyán	dialect
6	525	方圆	fāngyuán	circumference
6	526	方针	fāngzhēn	policy
6	527	防守	fángshǒu	Defense
6	528	防御	fángyù	defense
6	529	防止	fángzhǐ	Prevent
6	530	防治	fángzhì	Prevention and cure
6	531	访问	fǎngwèn	Visit
6	532	纺织	fǎngzhī	Spin
6	533	放大	fàngdà	enlarge
6	534	放射	fàngshè	radiation
6	535	非法	fēifǎ	illegal
6	536	飞禽走兽	fēiqínzǒushòu	Birds and animals
6	537	飞翔	fēixiáng	flight
6	538	飞跃	fēiyuè	leap
6	539	肥沃	féiwò	fertile
6	540	诽谤	fěibàng	slander; defame
6	541	肺	fèi	lung
6	542	废除	fèichú	Abolish
6	543	废墟	fèixū	Ruins
6	544	废寝忘食	fèiqǐnwàngshí	forget all about sleeping and eating
6	545	沸腾	fèiténg	boiling
6	546	分辨	fēnbiàn	Distinguish
6	547	分寸	fēncùn	Sense of propriety
6	548	分红	fēnhóng	bonus
6	549	分解	fēnjiě	decompose
6	550	分裂	fēnliè	division
6	551	分泌	fēnmì	secretion
6	552	分明	fēnmíng	clear
6	553	分歧	fēnqí	divergence
6	554	分散	fēnsàn	Dispersed
6	555	吩咐	fēnfù	Tell
6	556	坟墓	fénmù	Grave
6	557	粉末	fěnmò	powder
6	558	粉色	fěnsè	Pink
6	559	粉碎	fěnsuì	smash
6	560	分量	fènliàng	Weight
6	561	愤怒	fènnù	anger
6	562	风暴	fēngbào	Storm
6	563	风度	fēngdù	Manner
6	564	风光	fēngguāng	Scenery
6	565	风气	fēngqì	atmosphere
6	566	风趣	fēngqù	Funny
6	567	风土人情	fēngtǔrénqíng	Local customs and practices
6	568	风味	fēngwèi	flavor
6	569	封闭	fēngbì	close
6	570	封建	fēngjiàn	Feudal
6	571	封锁	fēngsuǒ	blockade
6	572	丰满	fēngmǎn	Plump
6	573	丰盛	fēngshèng	rich; sumptuous
6	574	丰收	fēngshōu	Have bumper harvest
6	575	锋利	fēnglì	sharp
6	576	逢	féng	meet; come upon
6	577	奉献	fèngxiàn	dedicate
6	578	否决	fǒujué	veto; reject; overrule
6	579	夫妇	fūfù	couple
6	580	夫人	fūrén	Madam
6	581	敷衍	fūyǎn	play at
6	582	幅度	fúdù	range; extent
6	583	服从	fúcóng	Obey
6	584	服气	fúqì	Be convinced
6	585	符号	fúhào	Symbol
6	586	福利	fúlì	welfare
6	587	福气	fúqi	good luck; felicity
6	588	俘虏	fúlǔ	captive
6	589	辐射	fúshè	radiation
6	590	腐败	fǔbài	corrupt
6	591	腐烂	fǔlàn	Decay
6	592	腐蚀	fǔshí	corrosion
6	593	腐朽	fǔxiǔ	Decadent
6	594	辅助	fǔzhù	auxiliary
6	595	抚养	fǔyǎng	Raise
6	596	抚摸	fǔmō	stroke
6	597	俯视	fǔshì	look down
6	598	富裕	fùyù	Affluent
6	599	副	fù	Vice-
6	600	负担	fùdān	burden
6	601	覆盖	fùgài	overlay; cover with
6	602	附和	fùhè	chime in with; come to heel
6	603	附件	fùjiàn	Enclosure
6	604	附属	fùshǔ	attach appertain
6	605	复活	fùhuó	Resurrection
6	606	复兴	fùxīng	Revival
6	607	腹泻	fùxiè	diarrhea
6	608	赋予	fùyǔ	give
6	609	改良	gǎiliáng	Improvement
6	610	盖章	gàizhāng	Seal
6	611	钙	gài	calcium
6	612	干旱	gānhàn	drought
6	613	干扰	gānrǎo	interfere
6	614	干涉	gānshè	interference
6	615	干预	gānyù	intervene
6	616	尴尬	gāngà	awkward
6	617	感慨	gǎnkǎi	Feeling
6	618	感染	gǎnrǎn	Infected
6	619	干劲	gànjìn	Drive
6	620	纲领	gānglǐng	Programme
6	621	港口	gǎngkǒu	Port
6	622	港湾	gǎngwān	Harbour
6	623	岗位	gǎngwèi	post
6	624	杠杆	gànggǎn	lever
6	625	高超	gāochāo	outstanding; superb; excellent
6	626	高潮	gāocháo	climax
6	627	高峰	gāofēng	peak
6	628	高明	gāomíng	brilliant; bright
6	629	高尚	gāoshàng	noble
6	630	高涨	gāozhǎng	Upsurge
6	631	稿件	gǎojiàn	manuscript
6	632	告辞	gàocí	Take leave
6	633	告诫	gàojiè	warn; caution
6	634	割	gē	cut
6	635	搁	gē	Put aside
6	636	疙瘩	gēda	lump; pimple
6	637	歌颂	gēsòng	Sing
6	638	鸽子	gēzi	Dove
6	639	隔阂	géhé	Estrangement
6	640	隔离	gélí	quarantine
6	641	格局	géjú	situation
6	642	格式	géshi	format
6	643	革命	gémìng	revolution
6	644	个体	gètǐ	individual
6	645	各抒己见	gèshūjǐjiàn	Each airs his own views
6	646	根深蒂固	gēnshēndìgù	being deeply rooted; in grain
6	647	根源	gēnyuán	root
6	648	跟前	gēnqián	In front of
6	649	跟随	gēnsuí	follow
6	650	跟踪	gēnzōng	run after; tail
6	651	耕地	gēngdì	Cultivated land
6	652	更新	gēngxīn	renovate; renew
6	653	更正	gēngzhèng	correct
6	654	公安局	gōng’ānjú	Bureau of public security
6	655	公道	gōngdao	fair
6	656	公告	gōnggào	Notice
6	657	公关	gōngguān	public relations
6	658	公民	gōngmín	citizen
6	659	公然	gōngrán	to the teeth; under one’s nose
6	660	公认	gōngrèn	Accepted
6	661	公式	gōngshì	formula
6	662	公务	gōngwù	Official business
6	663	公正	gōngzhèng	fair
6	664	公证	gōngzhèng	Notarization
6	665	供不应求	gōngbúyìngqiú	Demand exceeds supply
6	666	供给	gōngjǐ	supply
6	667	工艺品	gōngyìpǐn	Arts and Crafts
6	668	宫殿	gōngdiàn	Palace
6	669	功劳	gōngláo	credit
6	670	功效	gōngxiào	Effect
6	671	攻击	gōngjī	attack
6	672	攻克	gōngkè	Conquer
6	673	恭敬	gōngjìng	dutiful; respectful
